Pseudom_aeru_B136_33_GCF_000359505_1_WP_015503046																																																																																																																																																																																																																																																																																																																																																																																														
Pseudom_aeru_C_NN2_GCF_900185255_1_WP_003113469	0.0886666219																																																																																																																																																																																																																																																																																																																																																																																													
Pseudom_aeru_DHS01_GCF_000496455_2_WP_003113469	0.1144842759	0.0000000000																																																																																																																																																																																																																																																																																																																																																																																												
Pseudom_aeru_DK1_GCF_900069025_1_WP_003113469	0.0668965629	0.0000000000	0.0000000000																																																																																																																																																																																																																																																																																																																																																																																											
Pseudom_aeru_DK2_GCF_000271365_1_WP_003117404	0.1333458721	0.0669801149	0.1008927799	0.1009555635																																																																																																																																																																																																																																																																																																																																																																																										
Pseudom_aeru_DSM_50071_NBRC_12689_GCF_001045685_1_WP_003113469	0.0668965629	0.0000000000	0.0000000000	NA	0.1009555635																																																																																																																																																																																																																																																																																																																																																																																									
Pseudom_aeru_GCF_000763245_3_WP_003113469	0.1144126941	0.0000000000	0.0000000000	0.0000000000	0.1008300189	0.0000000000																																																																																																																																																																																																																																																																																																																																																																																								
Pseudom_aeru_GCF_000816985_1_WP_003158954	0.1330952677	NA	0.1007045641	0.0669383314	0.1340562070	0.0669383314	0.1006418704																																																																																																																																																																																																																																																																																																																																																																																							
Pseudom_aeru_GCF_000829255_1_WP_003088499	0.0887778792	0.0443849744	0.0573085282	0.1347632169	0.1148425693	0.1347632169	0.0572727318	0.0888335376																																																																																																																																																																																																																																																																																																																																																																																						
Pseudom_aeru_GCF_000829275_1_WP_003088499	0.0887778792	0.0443849744	0.0573085282	0.1347632169	0.1148425693	0.1347632169	0.0572727318	0.0888335376	NA																																																																																																																																																																																																																																																																																																																																																																																					
Pseudom_aeru_GCF_000829885_1_WP_003113469	0.0661793538	0.0000000000	0.0000000000	0.0000000000	0.0805703462	0.0000000000	0.0000000000	0.0443571708	0.0398991469	0.0398991469																																																																																																																																																																																																																																																																																																																																																																																				
Pseudom_aeru_GCF_000981825_1_WP_003113469	0.0661793538	0.0000000000	0.0000000000	0.0000000000	0.0805703462	0.0000000000	0.0000000000	0.0443571708	0.0398991469	0.0398991469	NA																																																																																																																																																																																																																																																																																																																																																																																			
Pseudom_aeru_GCF_001077475_1_WP_003113469	0.0443293771	0.0000000000	0.0000000000	0.0000000000	0.0444406115	0.0000000000	0.0000000000	0.0443571708	0.0500547291	0.0500547291	0.0000000000	0.0000000000																																																																																																																																																																																																																																																																																																																																																																																		
Pseudom_aeru_GCF_001293085_1_WP_003113469	0.0999932408	0.0000000000	0.0000000000	0.0000000000	0.0805703462	0.0000000000	0.0000000000	0.1345121353	0.0500547291	0.0500547291	0.0000000000	0.0000000000	0.0000000000																																																																																																																																																																																																																																																																																																																																																																																	
Pseudom_aeru_GCF_001447845_1_WP_003158954	0.1500034034	0.1344285012	0.1345121353	0.0804699973	0.1611557046	0.0804699973	0.4047189900	0.0000000000	0.1001185130	0.1001185130	0.0499921283	0.0499921283	0.0668965629	0.2021268505																																																																																																																																																																																																																																																																																																																																																																																
Pseudom_aeru_GCF_001457615_1_WP_003113469	0.0668965629	0.0000000000	0.0000000000	NA	0.1009555635	NA	0.0000000000	0.0669383314	0.1347632169	0.1347632169	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0804699973																																																																																																																																																																																																																																																																																																																																																																															
Pseudom_aeru_GCF_001482325_1_WP_003113469	0.0499921283	0.0000000000	0.0000000000	0.0000000000	0.0501173748	0.0000000000	0.0000000000	0.0500234231	0.0573443373	0.0573443373	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0572727318	0.0000000000																																																																																																																																																																																																																																																																																																																																																																														
Pseudom_aeru_GCF_001515845_2_WP_016851712	0.1714198738	0.1004539235	0.2017504411	0.1005791990	0.2014278752	0.1005791990	NA	0.2010516351	0.1144126941	0.1144126941	0.0571296744	0.0571296744	0.0802695145	0.1342613229	0.8085103462	0.1005791990	0.0668130706																																																																																																																																																																																																																																																																																																																																																																													
Pseudom_aeru_GCF_001515915_2_WP_016851712	0.1714198738	0.1004539235	0.2017504411	0.1005791990	0.2014278752	0.1005791990	NA	0.2010516351	0.1144126941	0.1144126941	0.0571296744	0.0571296744	0.0802695145	0.1342613229	0.8085103462	0.1005791990	0.0668130706	NA																																																																																																																																																																																																																																																																																																																																																																												
Pseudom_aeru_GCF_001516005_1_WP_003113469	0.0886666219	0.0000000000	0.0000000000	0.0000000000	0.0669801149	0.0000000000	0.0000000000	0.0499608446	0.0443849744	0.0443849744	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0443293771	0.0000000000	0.0000000000	0.0498670608	0.0498670608																																																																																																																																																																																																																																																																																																																																																																											
Pseudom_aeru_GCF_001516105_1_WP_003113469	0.0999932408	0.0000000000	0.0000000000	0.0000000000	0.0805703462	0.0000000000	0.0000000000	0.0804198497	0.0500547291	0.0500547291	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1007045641	0.0000000000	0.0000000000	0.1342613229	0.1342613229	0.0000000000																																																																																																																																																																																																																																																																																																																																																																										
Pseudom_aeru_GCF_001516165_2_WP_003113469	0.0572011775	0.0000000000	0.0000000000	0.0000000000	0.0573443373	0.0000000000	0.0000000000	0.0572369483	0.0669801149	0.0669801149	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1007045641	0.0000000000	0.0000000000	0.1342613229	0.1342613229	0.0000000000	0.0000000000																																																																																																																																																																																																																																																																																																																																																																									
Pseudom_aeru_GCF_001516185_2_WP_003113469	0.0886666219	NA	0.0000000000	0.0000000000	0.0669801149	0.0000000000	0.0000000000	NA	0.0443849744	0.0443849744	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1344285012	0.0000000000	0.0000000000	0.1004539235	0.1004539235	0.0000000000	0.0000000000	0.0000000000																																																																																																																																																																																																																																																																																																																																																																								
Pseudom_aeru_GCF_001516225_2_WP_003117404	0.1720645889	0.1008300189	NA	0.1009555635	0.0000000000	0.1009555635	0.2023780146	0.2018045193	0.1148425693	0.1148425693	0.0573443373	0.0573443373	0.0573443373	0.1347632169	0.2695519713	0.1009555635	0.1009555635	0.4042919684	0.4042919684	0.0500547291	0.4057241566	0.0805703462	0.1008300189																																																																																																																																																																																																																																																																																																																																																																							
Pseudom_aeru_GCF_001516245_2_WP_003113469	0.0443015933	0.0000000000	0.0000000000	0.0000000000	0.0573085282	0.0000000000	0.0000000000	0.0443293771	0.0500234231	0.0500234231	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0499608446	0.0000000000	0.0000000000	0.0570939420	0.0570939420	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0573085282																																																																																																																																																																																																																																																																																																																																																																						
Pseudom_aeru_GCF_001516265_1_WP_059319080	0.0992151534	0.0443015933	0.0572011775	0.0572369483	0.1610552811	0.0572369483	0.0571654196	0.0886666219	0.0797553133	0.0797553133	NA	NA	0.0330659991	0.0499608446	0.0999306383	0.0572369483	0.0443571708	0.1141981023	0.1141981023	0.0571654196	0.0668548093	0.0398241148	0.0443015933	0.1146275163	0.0397991220																																																																																																																																																																																																																																																																																																																																																																					
Pseudom_aeru_GCF_001516305_2_WP_003113469	0.0572369483	0.0000000000	0.0000000000	0.0000000000	0.0573801593	0.0000000000	0.0000000000	0.0572727318	0.0670219133	0.0670219133	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0669383314	0.0000000000	0.0000000000	0.0803196083	0.0803196083	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1348469706	0.0000000000	0.0499921283																																																																																																																																																																																																																																																																																																																																																																				
Pseudom_aeru_GCF_001516325_2_WP_003158954	0.1085008912	0.2020013359	0.0668965629	0.0500234231	0.1001811828	0.0500234231	0.0668548093	0.0000000000	0.0724185457	0.0724185457	0.0361606279	0.0361606279	0.0361606279	0.0804198497	0.0000000000	0.0500234231	0.0398741273	0.1335547917	0.1335547917	0.0398241148	0.0572369483	0.0443571708	0.2020013359	0.1340562070	0.0361379104	0.0722821154	0.0443849744																																																																																																																																																																																																																																																																																																																																																																			
Pseudom_aeru_GCF_001516345_1_WP_003113469	0.0499921283	0.0000000000	0.0000000000	0.0000000000	0.0501173748	0.0000000000	0.0000000000	0.0500234231	0.0573443373	0.0573443373	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0572727318	0.0000000000	0.0000000000	0.0668130706	0.0668130706	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1009555635	0.0000000000	0.0361606279	0.0000000000	0.0398741273																																																																																																																																																																																																																																																																																																																																																																		
Pseudom_aeru_GCF_001516385_1_WP_003113469	0.1001185130	0.0000000000	0.0000000000	0.0000000000	0.0806707670	0.0000000000	0.0000000000	0.0573085282	0.0501173748	0.0501173748	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0669801149	0.0000000000	0.0000000000	0.0803697201	0.0803697201	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0806707670	0.0000000000	0.0669383314	0.0000000000	0.0444127880	0.0000000000																																																																																																																																																																																																																																																																																																																																																																	
Pseudom_aeru_GCF_001518975_1_WP_003117404	0.1146275163	0.0573085282	0.0805703462	0.1348469706	0.0000000000	0.1348469706	0.1346794930	0.1146991750	0.1342235849	0.1342235849	0.0500860464	0.0500860464	0.1008927799	0.0670219133	0.2018045193	0.1348469706	0.1348469706	0.2690495246	0.2690495246	0.0362060873	0.1008927799	0.2025036640	0.0573085282	0.0000000000	0.0669801149	0.1001185130	0.2026293584	0.0888892161	0.0806205476	0.0501487144																																																																																																																																																																																																																																																																																																																																																																
