Az_chr_GCF_002220155_1	Azotobacter chroococcum	2
Az_vin_CA6_GCF_000380365_1	Azotobacter vinelandii	1
Az_vin_CA_GCF_000380335_1	Azotobacter vinelandii	1
Az_vin_DJ_GCF_000021045_1	Azotobacter vinelandii	1
H_hyd_GCF_011399095_1	Halomonas hydrothermalis	1
H_tit_GCF_006542315_2	Halomonas titanicae	1
H_tit_GCF_013347205_1	Halomonas titanicae	1
H_tit_GCF_014697095_1	Halomonas titanicae	1
H_ven_GCF_003950215_1	Halomonas venusta	1
H_ven_GCF_015689495_1	Halomonas venusta	1
H_ven_GCF_016859375_1	Halomonas venusta	1
Marinob_sal_GCF_002116735_1	Marinobacter salarius	1
Marinob_sal_GCF_003986605_1	Marinobacter salarius	1
Marinom_pri_GCF_003285205_1	Marinomonas primoryensis	1
Marinom_pri_GCF_013372285_1	Marinomonas primoryensis	1
My_tub_H37Rv	Mycobacterium tuberculosis	1
Pseudoa_pis_GCF_019797925_1	Pseudoalteromonas piscicida	1
Pseudoa_pis_GCF_020623585_1	Pseudoalteromonas piscicida	1
Pseudom_aer_GCF_000816985_1	Pseudomonas aeruginosa	1
Pseudom_aer_GCF_001542835_1	Pseudomonas aeruginosa	1
Pseudom_aer_GCF_002946935_1	Pseudomonas aeruginosa	1
Pseudom_aer_GCF_003073695_1	Pseudomonas aeruginosa	1
Pseudom_aer_GCF_003952325_1	Pseudomonas aeruginosa	1
Pseudom_aer_GCF_013341295_1	Pseudomonas aeruginosa	1
Pseudom_aer_GCF_900618305_1	Pseudomonas aeruginosa	1
Pseudom_alc_GCF_001597285_1	Pseudomonas alcaligenes	1
Pseudom_alc_GCF_016861485_1	Pseudomonas alcaligenes	1
Pseudom_alc_GCF_021654315_1	Pseudomonas alcaligenes	1
Pseudom_alky_GCF_000746525_1	Pseudomonas alkylphenolica	1
Pseudom_alky_GCF_009755645_1	Pseudomonas alkylphenolica	1
Pseudom_amy_GCF_019334485_1	Pseudomonas amygdali	1
Pseudom_amy_GCF_020204845_1	Pseudomonas amygdali	1
Pseudom_amy_pv_lachrymans_GCF_002068135_1	Pseudomonas amygdali	1
Pseudom_amy_pv_lachrymans_GCF_018603495_1	Pseudomonas amygdali	1
Pseudom_amy_pv_lachrymans_M301315_GCF_000146005_2	Pseudomonas amygdali	1
Pseudom_amy_pv_morsprunorum_GCF_002905685_2	Pseudomonas amygdali	1
Pseudom_amy_pv_tabaci_ATCC_11528_GCF_000145945_2	Pseudomonas amygdali	1
Pseudom_amy_pv_tabaci_GCF_018324325_1	Pseudomonas amygdali	1
