Ac_bau_1656_2_GCF_000188215_1	Acinetobacter baumannii	1
Ac_bau_AB0057_GCF_000021245_2	Acinetobacter baumannii	1
Ac_bau_AB307_0294_GCF_002803025_2	Acinetobacter baumannii	1
Ac_bau_ACICU_GCF_000018445_1	Acinetobacter baumannii	1
Ac_bau_ACICU_GCF_005519135_2	Acinetobacter baumannii	1
Ac_bau_ATCC_17978_GCF_004797155_2	Acinetobacter baumannii	1
Ac_bau_ATCC_17978_GCF_013372085_1	Acinetobacter baumannii	1
Ac_bau_ATCC_19606_CIP_70_34_JCM_6841_GCF_019331655_1	Acinetobacter baumannii	1
Ac_bau_AYE_GCF_000069245_1	Acinetobacter baumannii	1
Ac_bau_BJAB07104_GCF_000419385_1	Acinetobacter baumannii	1
Ac_bau_BJAB0715_GCF_000419405_1	Acinetobacter baumannii	1
Ac_bau_BJAB0868_GCF_000419425_1	Acinetobacter baumannii	1
Ac_bau_D1279779_GCF_000186665_3	Acinetobacter baumannii	1
Ac_bau_DU202_GCF_000498375_2	Acinetobacter baumannii	1
Ac_bau_GCF_000695855_3	Acinetobacter baumannii	1
Ac_bau_GCF_000746605_1	Acinetobacter baumannii	1
Ac_bau_GCF_000746645_1	Acinetobacter baumannii	1
Ac_bau_GCF_000761175_1	Acinetobacter baumannii	1
Ac_bau_GCF_000814345_1	Acinetobacter baumannii	1
Ac_bau_GCF_000828935_1	Acinetobacter baumannii	1
Ac_bau_GCF_000830055_1	Acinetobacter baumannii	1
Ac_bau_GCF_000939415_2	Acinetobacter baumannii	1
Ac_bau_GCF_000963815_1	Acinetobacter baumannii	1
Ac_bau_GCF_001026965_1	Acinetobacter baumannii	1
Ac_bau_GCF_001077555_2	Acinetobacter baumannii	1
Ac_bau_GCF_001077655_1	Acinetobacter baumannii	1
Ac_bau_GCF_001077675_1	Acinetobacter baumannii	1
Ac_bau_GCF_001261895_2	Acinetobacter baumannii	1
Ac_bau_GCF_001399655_1	Acinetobacter baumannii	1
Ac_bau_GCF_001457535_1	Acinetobacter baumannii	1
Ac_bau_GCF_001514375_1	Acinetobacter baumannii	1
Ac_bau_GCF_001517645_1	Acinetobacter baumannii	1
Ac_bau_GCF_001543995_1	Acinetobacter baumannii	1
Ac_bau_GCF_001573065_1	Acinetobacter baumannii	1
Ac_bau_GCF_001573085_1	Acinetobacter baumannii	1
Ac_bau_GCF_001573105_1	Acinetobacter baumannii	1
Ac_bau_GCF_001573125_1	Acinetobacter baumannii	1
Ac_bau_GCF_001578145_1	Acinetobacter baumannii	1
Ac_bau_GCF_001593425_2	Acinetobacter baumannii	1
Ac_bau_GCF_001636235_1	Acinetobacter baumannii	1
Ac_bau_GCF_001668465_2	Acinetobacter baumannii	1
Ac_bau_GCF_001669145_2	Acinetobacter baumannii	1
Ac_bau_GCF_001674475_2	Acinetobacter baumannii	1
Ac_bau_GCF_001674505_2	Acinetobacter baumannii	1
Ac_bau_GCF_001721705_1	Acinetobacter baumannii	1
Ac_bau_GCF_001806345_1	Acinetobacter baumannii	1
Ac_bau_GCF_001806365_1	Acinetobacter baumannii	1
Ac_bau_GCF_001806385_1	Acinetobacter baumannii	1
Ac_bau_GCF_001806405_1	Acinetobacter baumannii	1
Ac_bau_GCF_001806425_1	Acinetobacter baumannii	1
Ac_bau_GCF_001806445_1	Acinetobacter baumannii	1
Ac_bau_GCF_001806465_1	Acinetobacter baumannii	1
Ac_bau_GCF_001806485_1	Acinetobacter baumannii	1
Ac_bau_GCF_001887305_1	Acinetobacter baumannii	1
Ac_bau_GCF_001895125_2	Acinetobacter baumannii	1
Ac_bau_GCF_001895985_1	Acinetobacter baumannii	1
Ac_bau_GCF_001896005_1	Acinetobacter baumannii	1
Ac_bau_GCF_001902375_1	Acinetobacter baumannii	1
Ac_bau_GCF_001908295_1	Acinetobacter baumannii	1
Ac_bau_GCF_001922205_1	Acinetobacter baumannii	1
Ac_bau_GCF_001922225_1	Acinetobacter baumannii	1
Ac_bau_GCF_001922245_1	Acinetobacter baumannii	1
Ac_bau_GCF_001941765_1	Acinetobacter baumannii	1
Ac_bau_GCF_002082625_2	Acinetobacter baumannii	1
Ac_bau_GCF_002082645_1	Acinetobacter baumannii	1
Ac_bau_GCF_002082685_1	Acinetobacter baumannii	1
Ac_bau_GCF_002082705_1	Acinetobacter baumannii	1
Ac_bau_GCF_002082725_1	Acinetobacter baumannii	1
Ac_bau_GCF_002082745_1	Acinetobacter baumannii	1
Ac_bau_GCF_002082785_1	Acinetobacter baumannii	1
Ac_bau_GCF_002082805_1	Acinetobacter baumannii	1
Ac_bau_GCF_002082825_1	Acinetobacter baumannii	1
Ac_bau_GCF_002082845_1	Acinetobacter baumannii	1
Ac_bau_GCF_002082865_1	Acinetobacter baumannii	1
Ac_bau_GCF_002082885_1	Acinetobacter baumannii	1
Ac_bau_GCF_002116925_1	Acinetobacter baumannii	1
Ac_bau_GCF_002210065_1	Acinetobacter baumannii	1
Ac_bau_GCF_002504145_1	Acinetobacter baumannii	1
Ac_bau_GCF_002741415_1	Acinetobacter baumannii	1
Ac_bau_GCF_002753915_1	Acinetobacter baumannii	1
Ac_bau_GCF_002761575_1	Acinetobacter baumannii	1
Ac_bau_GCF_002762095_1	Acinetobacter baumannii	1
Ac_bau_GCF_002762115_1	Acinetobacter baumannii	1
Ac_bau_GCF_002762155_1	Acinetobacter baumannii	1
Ac_bau_GCF_002843665_1	Acinetobacter baumannii	1
Ac_bau_GCF_002902885_1	Acinetobacter baumannii	1
Ac_bau_GCF_002947415_1	Acinetobacter baumannii	1
Ac_bau_GCF_002947845_1	Acinetobacter baumannii	1
Ac_bau_GCF_002948925_1	Acinetobacter baumannii	1
Ac_bau_GCF_002950495_2	Acinetobacter baumannii	1
Ac_bau_GCF_002996805_1	Acinetobacter baumannii	1
Ac_bau_GCF_002999195_2	Acinetobacter baumannii	1
Ac_bau_GCF_003006035_1	Acinetobacter baumannii	1
Ac_bau_GCF_003010655_1	Acinetobacter baumannii	1
Ac_bau_GCF_003010675_1	Acinetobacter baumannii	1
Ac_bau_GCF_003029495_1	Acinetobacter baumannii	1
Ac_bau_GCF_003181015_1	Acinetobacter baumannii	1
Ac_bau_GCF_003264255_1	Acinetobacter baumannii	1
Ac_bau_GCF_003264275_1	Acinetobacter baumannii	1
Ac_bau_GCF_003264295_1	Acinetobacter baumannii	1
Ac_bau_GCF_003288775_1	Acinetobacter baumannii	1
Ac_bau_GCF_003296225_1	Acinetobacter baumannii	1
Ac_bau_GCF_003345235_1	Acinetobacter baumannii	1
Ac_bau_GCF_003431385_1	Acinetobacter baumannii	1
Ac_bau_GCF_003431865_1	Acinetobacter baumannii	1
Ac_bau_GCF_003516005_1	Acinetobacter baumannii	1
Ac_bau_GCF_003522665_1	Acinetobacter baumannii	1
Ac_bau_GCF_003522705_1	Acinetobacter baumannii	1
Ac_bau_GCF_003522785_1	Acinetobacter baumannii	1
Ac_bau_GCF_003522845_1	Acinetobacter baumannii	1
Ac_bau_GCF_003522885_1	Acinetobacter baumannii	1
Ac_bau_GCF_003547115_1	Acinetobacter baumannii	1
Ac_bau_GCF_003591615_1	Acinetobacter baumannii	1
Ac_bau_GCF_003812065_1	Acinetobacter baumannii	1
Ac_bau_GCF_003812385_1	Acinetobacter baumannii	1
Ac_bau_GCF_003812485_1	Acinetobacter baumannii	1
Ac_bau_GCF_003931755_1	Acinetobacter baumannii	1
Ac_bau_GCF_003931775_1	Acinetobacter baumannii	1
Ac_bau_GCF_003948085_2	Acinetobacter baumannii	1
Ac_bau_GCF_003948455_2	Acinetobacter baumannii	1
Ac_bau_GCF_003948535_2	Acinetobacter baumannii	1
Ac_bau_GCF_003949115_2	Acinetobacter baumannii	1
Ac_bau_GCF_003949595_2	Acinetobacter baumannii	1
Ac_bau_GCF_003949725_2	Acinetobacter baumannii	1
Ac_bau_GCF_004028375_1	Acinetobacter baumannii	1
Ac_bau_GCF_004101685_1	Acinetobacter baumannii	1
Ac_bau_GCF_004101705_1	Acinetobacter baumannii	1
Ac_bau_GCF_004101725_1	Acinetobacter baumannii	1
Ac_bau_GCF_004101745_1	Acinetobacter baumannii	1
Ac_bau_GCF_004136355_1	Acinetobacter baumannii	1
Ac_bau_GCF_004194555_1	Acinetobacter baumannii	1
Ac_bau_GCF_004564095_1	Acinetobacter baumannii	1
Ac_bau_GCF_004564115_1	Acinetobacter baumannii	1
Ac_bau_GCF_004758865_1	Acinetobacter baumannii	1
Ac_bau_GCF_004768705_1	Acinetobacter baumannii	1
Ac_bau_GCF_005280375_1	Acinetobacter baumannii	1
Ac_bau_GCF_005280435_1	Acinetobacter baumannii	1
Ac_bau_GCF_005280675_1	Acinetobacter baumannii	1
Ac_bau_GCF_005280695_1	Acinetobacter baumannii	1
Ac_bau_GCF_005280715_1	Acinetobacter baumannii	1
Ac_bau_GCF_005518095_1	Acinetobacter baumannii	1
Ac_bau_GCF_005671375_1	Acinetobacter baumannii	1
Ac_bau_GCF_006385075_1	Acinetobacter baumannii	1
Ac_bau_GCF_007107525_1	Acinetobacter baumannii	1
Ac_bau_GCF_007221455_1	Acinetobacter baumannii	1
Ac_bau_GCF_007647215_1	Acinetobacter baumannii	1
Ac_bau_GCF_008033255_2	Acinetobacter baumannii	1
Ac_bau_GCF_008124045_1	Acinetobacter baumannii	1
Ac_bau_GCF_008244865_1	Acinetobacter baumannii	1
Ac_bau_GCF_008244885_1	Acinetobacter baumannii	1
Ac_bau_GCF_008244905_1	Acinetobacter baumannii	1
Ac_bau_GCF_008630895_1	Acinetobacter baumannii	1
Ac_bau_GCF_008632635_1	Acinetobacter baumannii	1
Ac_bau_GCF_008802935_1	Acinetobacter baumannii	1
Ac_bau_GCF_008807055_1	Acinetobacter baumannii	1
Ac_bau_GCF_008931365_1	Acinetobacter baumannii	1
Ac_bau_GCF_009035845_1	Acinetobacter baumannii	1
Ac_bau_GCF_009455505_1	Acinetobacter baumannii	1
Ac_bau_GCF_009497995_1	Acinetobacter baumannii	1
Ac_bau_GCF_009498335_1	Acinetobacter baumannii	1
Ac_bau_GCF_009740145_1	Acinetobacter baumannii	1
Ac_bau_GCF_009759685_1	Acinetobacter baumannii	1
Ac_bau_GCF_011067065_1	Acinetobacter baumannii	1
Ac_bau_GCF_012272715_1	Acinetobacter baumannii	1
Ac_bau_GCF_012272735_1	Acinetobacter baumannii	1
Ac_bau_GCF_012272755_1	Acinetobacter baumannii	1
Ac_bau_GCF_012272775_1	Acinetobacter baumannii	1
Ac_bau_GCF_012272795_1	Acinetobacter baumannii	1
Ac_bau_GCF_012931605_1	Acinetobacter baumannii	1
Ac_bau_GCF_012931625_1	Acinetobacter baumannii	1
Ac_bau_GCF_012931645_1	Acinetobacter baumannii	1
Ac_bau_GCF_012931665_1	Acinetobacter baumannii	1
Ac_bau_GCF_012934905_1	Acinetobacter baumannii	1
Ac_bau_GCF_012934925_1	Acinetobacter baumannii	1
Ac_bau_GCF_012934945_1	Acinetobacter baumannii	1
Ac_bau_GCF_012934965_1	Acinetobacter baumannii	1
Ac_bau_GCF_012934985_1	Acinetobacter baumannii	1
Ac_bau_GCF_012935005_1	Acinetobacter baumannii	1
Ac_bau_GCF_012935025_1	Acinetobacter baumannii	1
Ac_bau_GCF_012935045_1	Acinetobacter baumannii	1
Ac_bau_GCF_012935065_1	Acinetobacter baumannii	1
Ac_bau_GCF_012935085_1	Acinetobacter baumannii	1
Ac_bau_GCF_012935105_1	Acinetobacter baumannii	1
Ac_bau_GCF_012935125_1	Acinetobacter baumannii	1
Ac_bau_GCF_012935145_1	Acinetobacter baumannii	1
Ac_bau_GCF_012935165_1	Acinetobacter baumannii	1
Ac_bau_GCF_012935185_1	Acinetobacter baumannii	1
Ac_bau_GCF_012974585_1	Acinetobacter baumannii	1
Ac_bau_GCF_012974845_1	Acinetobacter baumannii	1
Ac_bau_GCF_013305465_1	Acinetobacter baumannii	1
Ac_bau_GCF_013376855_2	Acinetobacter baumannii	1
Ac_bau_GCF_013377175_1	Acinetobacter baumannii	1
Ac_bau_GCF_013394265_1	Acinetobacter baumannii	1
Ac_bau_GCF_013394285_1	Acinetobacter baumannii	1
Ac_bau_GCF_013416255_1	Acinetobacter baumannii	1
Ac_bau_GCF_013416275_1	Acinetobacter baumannii	1
Ac_bau_GCF_013787185_1	Acinetobacter baumannii	1
Ac_bau_GCF_014159355_1	Acinetobacter baumannii	1
Ac_bau_GCF_014169655_1	Acinetobacter baumannii	1
Ac_bau_GCF_014171935_1	Acinetobacter baumannii	1
Ac_bau_GCF_014267385_1	Acinetobacter baumannii	1
Ac_bau_GCF_014322245_1	Acinetobacter baumannii	1
Ac_bau_GCF_014672735_1	Acinetobacter baumannii	1
Ac_bau_GCF_014672755_1	Acinetobacter baumannii	1
Ac_bau_GCF_014672775_1	Acinetobacter baumannii	1
Ac_bau_GCF_014705785_1	Acinetobacter baumannii	1
Ac_bau_GCF_014705805_1	Acinetobacter baumannii	1
Ac_bau_GCF_014705825_1	Acinetobacter baumannii	1
Ac_bau_GCF_014705845_1	Acinetobacter baumannii	1
Ac_bau_GCF_014705865_1	Acinetobacter baumannii	1
Ac_bau_GCF_014705885_1	Acinetobacter baumannii	1
Ac_bau_GCF_014874575_1	Acinetobacter baumannii	1
Ac_bau_GCF_015571935_1	Acinetobacter baumannii	1
Ac_bau_GCF_015732435_1	Acinetobacter baumannii	1
Ac_bau_GCF_015870765_1	Acinetobacter baumannii	1
Ac_bau_GCF_015870965_1	Acinetobacter baumannii	1
