TIGR02282	TIGR02282	Ac_bau_1656_2_GCF_000188215_1_WP_000951088	308.5	308.3	MltB:_lytic_murein_transglycosylase_B
TIGR02283	TIGR02283	Ac_bau_1656_2_GCF_000188215_1_WP_000951088	198.4	198.1	MltB_2:_lytic_murein_transglycosylase
TIGR02283	TIGR02283	Ac_bau_1656_2_GCF_000188215_1_WP_001252439	362.4	362.2	MltB_2:_lytic_murein_transglycosylase
TIGR02282	TIGR02282	Ac_bau_1656_2_GCF_000188215_1_WP_001252439	183.8	183.3	MltB:_lytic_murein_transglycosylase_B
TIGR02282	TIGR02282	Ac_bau_AB0057_GCF_000021245_2_WP_000951088	308.5	308.3	MltB:_lytic_murein_transglycosylase_B
TIGR02283	TIGR02283	Ac_bau_AB0057_GCF_000021245_2_WP_000951088	198.4	198.1	MltB_2:_lytic_murein_transglycosylase
TIGR02283	TIGR02283	Ac_bau_AB0057_GCF_000021245_2_WP_001252448	362.4	362.2	MltB_2:_lytic_murein_transglycosylase
TIGR02282	TIGR02282	Ac_bau_AB0057_GCF_000021245_2_WP_001252448	183.8	183.3	MltB:_lytic_murein_transglycosylase_B
TIGR02282	TIGR02282	Ac_bau_AB307_0294_GCF_002803025_2_WP_000951088	308.5	308.3	MltB:_lytic_murein_transglycosylase_B
TIGR02283	TIGR02283	Ac_bau_AB307_0294_GCF_002803025_2_WP_000951088	198.4	198.1	MltB_2:_lytic_murein_transglycosylase
TIGR02283	TIGR02283	Ac_bau_AB307_0294_GCF_002803025_2_WP_001252448	362.4	362.2	MltB_2:_lytic_murein_transglycosylase
TIGR02282	TIGR02282	Ac_bau_AB307_0294_GCF_002803025_2_WP_001252448	183.8	183.3	MltB:_lytic_murein_transglycosylase_B
TIGR02282	TIGR02282	Ac_bau_ACICU_GCF_000018445_1_WP_000951088	308.5	308.3	MltB:_lytic_murein_transglycosylase_B
TIGR02283	TIGR02283	Ac_bau_ACICU_GCF_000018445_1_WP_000951088	198.4	198.1	MltB_2:_lytic_murein_transglycosylase
TIGR02283	TIGR02283	Ac_bau_ACICU_GCF_000018445_1_WP_001252435	361.3	361.0	MltB_2:_lytic_murein_transglycosylase
TIGR02282	TIGR02282	Ac_bau_ACICU_GCF_000018445_1_WP_001252435	183.5	183.1	MltB:_lytic_murein_transglycosylase_B
TIGR02282	TIGR02282	Ac_bau_ACICU_GCF_005519135_2_WP_000951088	308.5	308.3	MltB:_lytic_murein_transglycosylase_B
TIGR02283	TIGR02283	Ac_bau_ACICU_GCF_005519135_2_WP_000951088	198.4	198.1	MltB_2:_lytic_murein_transglycosylase
TIGR02283	TIGR02283	Ac_bau_ACICU_GCF_005519135_2_WP_001252435	361.3	361.0	MltB_2:_lytic_murein_transglycosylase
TIGR02282	TIGR02282	Ac_bau_ACICU_GCF_005519135_2_WP_001252435	183.5	183.1	MltB:_lytic_murein_transglycosylase_B
